ID,Platform
1082963410,App store
920051223,App store
1188356341,App store
1111468073,App store
1146348394,App store
1045562263,App store
1145838951,App store
1118854135,App store
1068118706,App store
1158788135,App store
984484822,App store
741949314,App store
1017587513,App store
1188521990,App store
1202088967,App store
734127221,App store
853013758,App store
983575878,App store
1158788131,App store
1101079221,App store
1183786479,App store
951494721,App store
1082075307,App store
960937678,App store
1086446949,App store
967351134,App store
951494658,App store
1041870112,App store
1082224234,App store
984516773,App store
1072705617,App store
959775743,App store
1160633092,App store
967618906,App store
1099577702,App store
957280905,App store
1112657394,App store
1189817139,App store
1139538948,App store
1185224433,App store
874183205,App store
924281325,App store
996830707,App store
1119137203,App store
1158780772,App store
1146748610,App store
1184807676,App store
1071809494,App store
1084658835,App store
734217419,App store
1198127323,App store
852389636,App store
1190489509,App store
1109984601,App store
1096570685,App store
617914813,App store
1191059125,App store
957280988,App store
1168493061,App store
920059995,App store
1002255781,App store
1195191458,App store
648856014,App store
1016292941,App store
1112853627,App store
994107734,App store
1146839334,App store
982926052,App store
1175975094,App store
1029846889,App store
1088293674,App store
689904847,App store
957734931,App store
1152954861,App store
1036038349,App store
1160723868,App store
967163547,App store
1103707395,App store
1159685057,App store
688207602,App store
1156474684,App store
967358025,App store
1126811885,App store
915660356,App store
979451435,App store
1146350429,App store
1193923050,App store
1198464610,App store
1164787339,App store
1065307329,App store
912328910,App store
1089587206,App store
1191261496,App store
1135279135,App store
920025166,App store
1029054750,App store
1156833240,App store
1001819967,App store
1193084964,App store
1084999579,App store
963443819,App store
1049235290,App store
1152258389,App store
920025452,App store
1086069962,App store
1205823716,App store
1201126528,App store
1152365268,App store
1186108540,App store
1130513386,App store
1193094104,App store
915436838,App store
1103252561,App store
935070171,App store
1190473864,App store
1097490196,App store
960485538,App store
1089522440,App store
984900472,App store
1147150344,App store
1201585634,App store
1082075296,App store
1063956841,App store
634800724,App store
901771847,App store
1065306875,App store
1147076358,App store
1189769650,App store
1111564961,App store
1085694823,App store
968826926,App store
888567056,App store
1194569963,App store
1185213188,App store
1099781970,App store
1187674390,App store
920035805,App store
1180342318,App store
1027474631,App store
687203839,App store
992353849,App store
1090990514,App store
771665386,App store
1092817715,App store
1104930630,App store
1103175260,App store
1067249287,App store
1159310081,App store
967195269,App store
1125353439,App store
1201566728,App store
920033154,App store
1186888125,App store
1065307885,App store
1187696765,App store
996879641,App store
1065307881,App store
1090985124,App store
957981873,App store
1048103615,App store
1176404486,App store
960484117,App store
1121577016,App store
995558134,App store
1008732773,App store
1111544351,App store
1090990005,App store
1159654566,App store
1067564656,App store
1067257380,App store
1077733190,App store
994073792,App store
1065307873,App store
1151881943,App store
1065307877,App store
1067563618,App store
1155605386,App store
907438278,App store
1168927965,App store
1188220911,App store
1027507417,App store
771665568,App store
1187786240,App store
898235726,App store
1187390452,App store
975977183,App store
1187777457,App store
1136201331,App store
1042538516,App store
